json_file_path,top_entities
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L11_V024\288.json,"Man, Clothing, Human face, Person, Flag, Shirt, Woman, Glasses, Poster, Human hair, Billboard, Human hand, Girl, Human head, Footwear, Human arm, Human body, Boy, Television, Skyscraper"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L14_V013\257.json,"Building, Stairs, Skyscraper, Billboard, Watercraft, House, Boat, Vehicle, Poster, Traffic sign, Tree, Car, Land vehicle, Plant, Tower, Porch, Window, Scoreboard, Person, Toy"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L19_V006\148.json,"Person, Human face, Poster, Building, Clothing, Human head, Man, Mammal, Window, Woman, Human hair, Television, Human arm, Human body, Billboard"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L21_V012\041.json,"Human face, Tree, Clothing, Woman, Picture frame, Dress, Girl, Human hand, Poster, Human head, Human hair, Billboard, Human arm, Human nose, Television, Person, Human mouth, Human eye, House, Window"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L10_V023\328.json,"Person, Man, Football, Footwear, Clothing, Car, Sports equipment, Boy, Flag, Land vehicle, Van, Woman, Street light, Shorts, Human arm, Human face, Vehicle"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L16_V002\140.json,"Clothing, Person, Human face, Man, Tower, Skyscraper, Human hair, Woman, Human head, Glasses, Mammal, Toy, Fast food, Food"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L19_V026\195.json,"Clothing, Man, Human face, Person, Poster, Woman, Flag, Glasses, Billboard, Shirt, Girl, Human hair, Human head, Picture frame, Human body, Human hand, Human arm, Television, Sports uniform, Skyscraper"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L07_V012\271.json,"Woman, Person, Clothing, Human face, Man, Dress, Sports uniform, Girl, Human head, Human hair, Toy, Human arm, Mammal, Sports equipment, Human body"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L15_V015\278.json,"Building, Tree, Street light, Plant, Person, Palm tree, Mammal, Tower, Window, Clothing, Vehicle, House, Man, Poster, Houseplant, Skyscraper, Billboard"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L19_V028\189.json,"Human face, Clothing, Woman, Girl, Television, Person, Vehicle, Human arm, Human head, Jacket, Food, Fashion accessory, Land vehicle, Human hair, Shirt, Poster, Human nose, Suit, Toy, Human mouth"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L16_V017\313.json,"Person, Tree, House, Boy, Tent, Man, Clothing, Footwear, Car, Human arm, Mammal, Human face, Sports equipment, Human hair, Building, Vehicle, Land vehicle, Human head, Umbrella, Woman"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L11_V009\288.json,"Clothing, Man, Human face, Person, Shirt, Vehicle, House, Land vehicle, Poster, Building, Human head, Glasses, Human arm, Billboard, Fashion accessory, Flag, Human hair, Human hand, Hat, Toy"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L08_V026\273.json,"Land vehicle, Vehicle, Chair, Bus, Auto part, Building, Table, Train, Window, Computer keyboard, Furniture, Car, Mobile phone, Laptop, Airplane, Skyscraper, Office supplies, Mirror"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L18_V002\320.json,"Man, Clothing, Human face, Shirt, Person, Woman, Skyscraper, Human hair, Poster, Tower, Girl, Human head, Human body, Human arm, Human hand, Television, Picture frame, Human eye, Billboard, Mammal"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L11_V018\249.json,"Poster, Vehicle, Billboard, Person, Toy, Swimming pool, Skyscraper, Building, Land vehicle, Watercraft, Plant, Car, Tree, Ball, Airplane, Clothing, Train, Tower, Auto part, Football"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L17_V016\107.json,"Flag, Clothing, Fashion accessory, Candy, Toy, Sports uniform, Person, Poster, Dice, Food, Office supplies, Ball, Balloon, Traffic sign, Stop sign, Plant, Umbrella, Tie, Auto part, Dress"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L07_V012\257.json,"Clothing, Shirt, Man, Human face, Person, Football, Boy, Poster, Woman, Sports equipment, Human hair, Building, Sports uniform, Suit, Skyscraper, Human leg, Human head, Human arm, Shelf, Window"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L14_V024\163.json,"Human face, Clothing, Woman, Person, Girl, Man, Dress, Poster, Human hair, Human arm, Footwear, Human head, Jeans, Mammal, Billboard, Human nose, Human body"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L18_V003\206.json,"Man, Clothing, Billboard, Tree, Woman, Flower, Girl, Human face, Shorts, Person, Human hair, Boy, Human head, Footwear, Street light"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L16_V007\300.json,"Clothing, Man, Person, Human face, Bicycle, Land vehicle, Glasses, Tree, Skyscraper, Shirt, Tower, Wheel, Vehicle, Human hand, Mammal, Human hair, Human head, Plant, Bicycle wheel, Television"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L16_V021\297.json,"Man, Human face, Clothing, Shirt, Skyscraper, Person, Tower, Woman, Human head, Human hair, Human arm, Poster, Mammal, Building, Human body, Girl"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L08_V018\275.json,"Clothing, Man, Human face, Person, Skyscraper, Shirt, Tower, Human hair, Human head, Poster, Human arm, Woman, Tree, Boy, Footwear, Mammal, Human body, Suit, Building, Window"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L12_V011\344.json,"Person, Shirt, Man, Human face, Clothing, Skyscraper, Tower, Human hand, Human head, Human hair, Human arm, Footwear, Sports uniform, Mammal, Building, Toy, Woman, Boy, Sports equipment"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L16_V024\366.json,"Human face, Clothing, Woman, Poster, Girl, Person, Billboard, Office supplies, Television, Human arm, Human head, Human hair, Dress, Flag, Human eye, Human body, Whiteboard, Picture frame, Human mouth, Human hand"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L17_V013\303.json,"Human face, Clothing, Window, Girl, Poster, Building, Woman, House, Toy, Person, Human head, Billboard, Man, Human arm, Human hair, Dress, Human nose, Human eye, Human hand, Book"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L22_V021\287.json,"Clothing, Human face, Man, Flag, Person, Woman, Skyscraper, Poster, Billboard, Tower, Human hair, Girl, Human head, Human arm, Sports uniform, Human body, Boy, Human hand, Shirt, Wheel"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L06_V029\301.json,"Clothing, Footwear, Man, Toy, Person, Human face, Suit, Trousers, Television, Human hair, Human arm, Furniture, Poster, Flower, Christmas tree, Human head, Human leg, Skyscraper, Billboard, Picture frame"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L17_V028\232.json,"Vehicle, Auto part, Building, Stairs, Office supplies, Land vehicle, Piano, Watercraft, Train, Skyscraper, Boat, Person, Organ, Musical keyboard, Furniture, Shelf, Toy, Car, Book, Clothing"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L01_V024\281.json,"Human face, Person, Woman, Clothing, Man, Girl, Dress, Sports uniform, Human arm, Skyscraper, Human eye, Human head, Mammal, Tower"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L11_V005\133.json,"Clothing, Boy, Human face, Man, Sports uniform, Person, Woman, Human hair, Human head, Girl, Human arm, Human body, Vehicle, Mammal, Suit, Picture frame"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L03_V023\248.json,"Man, Clothing, Human face, Woman, Person, Shirt, Glasses, Footwear, Skyscraper, Girl, Sports uniform, Tower, Human head, Human hair, Jacket, Jeans"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L18_V014\084.json,"Window blind, Building, Poster, Book, Skyscraper, House, Window, Curtain, Tower, Guitar, Musical instrument, Stairs, Office supplies, Door, Shelf, Box, Toy, Mirror, Auto part, Picture frame"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L04_V013\267.json,"Clothing, Human face, Man, Person, Skyscraper, Glasses, Tower, Girl, Television, Woman, Human arm, Shirt, Human hair, Human head, Mammal, Poster, Boy, Human body, Billboard, Window"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L18_V012\115.json,"Flag, Poster, Clothing, Candy, Toy, Dice, Traffic sign, Airplane, Person, Food, Stop sign, Ball, Aircraft, Fashion accessory, Balloon, Box, Kite, Vehicle, Office supplies, Weapon"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L07_V016\250.json,"Man, Clothing, Footwear, Human face, Sports equipment, Shirt, Person, Sports uniform, Poster, Boy, Human arm, Glasses, Human hair, Tie, Human head, Suit, Woman, Human body, Human hand, Girl"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L16_V014\256.json,"Clothing, Man, Human face, Poster, Person, Rocket, Glasses, Human head, Human arm, Missile, Human hair, Picture frame, Skyscraper, Television, Building, Billboard, Shirt, Window, Fashion accessory, Human body"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L14_V009\274.json,"Building, Tree, Vehicle, Window, Skyscraper, House, Plant, Palm tree, Land vehicle, Tower, Person, Car, Boat"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L01_V008\215.json,"Woman, Clothing, Skyscraper, Human face, Television, Footwear, Person, Dress, Poster, Tower, Girl, Toy, Building, Window, Human leg, Human arm, Food, Human head, Computer monitor, Human hair"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L02_V027\274.json,"Shirt, Clothing, Man, Human face, Person, Skyscraper, Tower, Glasses, Human hair, Human head, Human arm, Bowling equipment, Human hand, Window, Human eye, Human body, Billboard, Building, Human ear, Trousers"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L13_V028\277.json,"Man, Shirt, Human face, Tree, Clothing, Person, Human hair, Human head, Human arm, Street light, Human eye, Poster, Human nose, Human hand, Television, Skyscraper, Picture frame, Boy, Human body, Toy"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L06_V007\260.json,"Man, Woman, Shirt, Human face, Clothing, Footwear, Skyscraper, Person, Tower, Girl, Boy"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L07_V008\255.json,"Dress, Human face, Woman, Person, Girl, Man, Clothing, Human head, Human arm, Human hand, Toy, Mammal, Television, Human hair"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L11_V020\301.json,"Person, Clothing, Man, Street light, Footwear, Tree, Human face, Sports equipment, Window, Human arm, Human head, Shorts, Woman, Boy, Mammal, Sports uniform, Human body, Human hair"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L09_V006\298.json,"Man, Flag, Shirt, Human face, Clothing, Person, Woman, Poster, Glasses, Billboard, Human hand, Girl, Human hair, Human head, Human arm, Boy, Human body, Sports equipment, Sports uniform, Picture frame"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L20_V001\227.json,"Person, Human face, Clothing, Poster, Building, Human head, Musical keyboard, Toy, Window, Man, Vehicle, Musical instrument, Land vehicle, Plant, Human hair, Convenience store, Television, Auto part, Furniture, Tree"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L12_V008\263.json,"Human face, Clothing, Woman, Girl, Poster, Person, Billboard, Office supplies, Flower, Human arm, Whiteboard, Fashion accessory, Human hair, Jacket, Human head, Human hand, Flag, Dress, Television, Toy"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L12_V025\267.json,"Human face, Clothing, Woman, Poster, Girl, Person, Flag, Human hair, Billboard, Human head, Man, Television, Human eye, Human arm, Dress, Human body, Human nose, Food, Human mouth, Shirt"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L14_V028\099.json,"Flag, Clothing, Dice, Toy, Poster, Candy, Airplane, Sports uniform, Fashion accessory, Ball, Aircraft, Food, Kite, Tie, Stop sign, Skyscraper, Person, Lamp, Traffic sign, Office supplies"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L22_V024\267.json,"Human face, Woman, Clothing, Poster, Girl, Person, Dress, Human arm, Human head, Picture frame, Television, Human hair, Man, Flower, Food, Human eye, Book, Billboard, Human hand, Human nose"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L16_V008\280.json,"Clothing, Human face, Person, Man, Shirt, Glasses, Human hair, Skyscraper, Human head, Tower, Human arm, Human hand, Window, Missile, Rocket, Woman, Human body, Poster, Building, Suit"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L03_V021\216.json,"Shirt, Man, Human face, Footwear, Person, Clothing, Woman, Sports equipment, Shorts, Sports uniform, Human hair, Boy, Human leg, Human head, Girl, Human arm, Skyscraper, Human body"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L09_V008\128.json,"Flag, Clothing, Fashion accessory, Sports uniform, Toy, Ball, Poster, Candy, Person, Dice, Balloon, Office supplies, Food, Tie, Traffic sign, Sports equipment, Stop sign, Table, Earrings, Toothbrush"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L11_V007\388.json,"Furniture, Clothing, Table, Land vehicle, Poster, Car, Vehicle, Auto part, Chair, Flag, Desk, Luggage and bags, Musical instrument, Suitcase, Picture frame, Building, Tire, Book, Piano, House"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L16_V024\372.json,"Human face, Clothing, Woman, Person, Fashion accessory, Necklace, Airplane, Boy, Human mouth, Vehicle, Human nose, Man, Human eye, Car, Land vehicle, Toy, Human hair, Furniture, Human arm, Human head"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L12_V008\120.json,"Flag, Clothing, Poster, Airplane, Candy, Toy, Dice, Traffic sign, Aircraft, Person, Food, Stop sign, Ball, Weapon, Vehicle, Kite, Fashion accessory, Guitar, Box, Office supplies"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L01_V022\109.json,"Man, Sports uniform, Human face, Boy, Clothing, Person, Human hair, Human arm, Human head, Footwear, Woman, Girl, Shirt, Human nose, Human body, Trousers, Vehicle, Land vehicle, Mammal, Human hand"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L18_V006\017.json,"Man, Tree, Person, Clothing, Boy, Woman, Building, Girl, Palm tree, Footwear"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L09_V007\257.json,"Man, Shirt, Human face, Clothing, Glasses, Person, Human head, Tie, Fashion accessory, Human arm, Human hair, Skyscraper, Suit, Poster, Picture frame, Human body, Building, Human eye, Human hand, Human nose"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L06_V027\218.json,"Man, Human face, Clothing, Shirt, Person, Skyscraper, Tower, Human hair, Building, Human head, Human arm, Tie, Poster, Suit, Human hand, Window, Human eye, Human nose, Human body, Footwear"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L11_V006\266.json,"Person, Clothing, Tree, Man, Woman, Poster, Building"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L13_V017\231.json,"Tree, Flag, Window, Poster, House, Person, Plant, Door, Building, Clothing, Curtain, Human face, Billboard, Picture frame, Man, Book, Human head, Medical equipment, Office supplies, Human hair"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L16_V002\144.json,"Person, Vehicle, Man, Airplane, Clothing, Tree, Land vehicle, Mammal, Bicycle, Tent"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L15_V024\336.json,"Man, Clothing, Human face, Flag, Person, Shirt, Woman, Glasses, Poster, Billboard, Human head, Human arm, Girl, Boy, Skyscraper, Human hand, Picture frame, Human hair, Footwear, Human body"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L01_V026\214.json,"Footwear, Clothing, Skyscraper, Man, Person, Tower, Human face, Trousers, Sports equipment, Human hair, Tree, Poster, Shirt, Human head, Suit, Barge, Mammal"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L13_V027\268.json,"Person, Clothing, Human face, Man, Glasses, Skyscraper, Toy, Guitar, Human head, Sports uniform, Shirt, Human hair, Mammal, Human arm, Tower, Fashion accessory, Musical instrument, Human body, Building"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L15_V024\344.json,"Man, Clothing, Human face, Footwear, Boy, Woman, Person, Shorts, Girl, Suit, Table, Furniture, Human hair, Human head, Human body, Shirt, Mammal, Poster, Human arm, Musical instrument"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L12_V014\288.json,"Man, Clothing, Human face, Shirt, Person, Skyscraper, Glasses, Tower, Human hair, Human head, Human arm, Suit, Bowling equipment, Bottle, Window, Human hand, Building, Poster, Human body, Tie"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L18_V002\326.json,"Person, Clothing, Poster, Flower, Tree, Man, Fruit, Candy, Human face, Human body, Auto part, Honeycomb, Plant, Window, Woman, Food, Human head, Picture frame, Television, Swimming pool"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L13_V001\233.json,"Woman, Footwear, Man, Dress, Clothing, Human face, Person, Tree, Poster, Window, Girl, Human head, Billboard, Human arm, Mammal, Television, Human leg, Horse, Human hair, Picture frame"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L18_V021\143.json,"Building, Window, House, Person, Clothing, Billboard, Poster, Man, Door, Woman, Picture frame, Skyscraper, Mammal, Vehicle, Land vehicle"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L11_V018\306.json,"Television, Person, Computer monitor, Tablet computer, Human head, Clothing, Poster, Laptop, Man, Picture frame, Window, Mammal, Human face, Billboard, Mobile phone, Flag, Footwear, Human arm, Toy, Mirror"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L17_V029\303.json,"Human face, Woman, Person, Clothing, Man, Girl, Dress, Footwear, Poster, Human head, Billboard, Human hair, Human hand, Human arm, Human nose, Human body, Television, Human eye, Shirt, Mammal"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L13_V019\253.json,"Human face, Person, Woman, Clothing, Girl, Man, Dress, Human hair, Human head, Human arm, Mammal, Television"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L05_V012\378.json,"Flag, Traffic sign, Poster, Mushroom, Vehicle, Food, Land vehicle, Guitar, Airplane, Billboard, Building, Window, Human ear, Drink, Dessert, Watercraft, Stop sign, Book, Clothing, House"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L11_V001\260.json,"Tree, Building, Person, Clothing, Man, Woman, Poster"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L07_V008\249.json,"Person, Car, Vehicle, Clothing, Land vehicle, Wheel, Man, Mammal, Toy, Boat, Tire"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L10_V012\233.json,"Clothing, Woman, Dress, Person, Man, Suit, Human face, Girl, Human head"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L09_V008\281.json,"Human face, Person, Clothing, Girl, Woman, Television, Man, Human hair, Human head, Human arm, Dress, Human hand, Mammal, Toy, Car, Human body, Poster"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L12_V024\116.json,"Human face, Clothing, Woman, Man, Person, Girl, Footwear, Human head, Human arm, Shirt, Jeans, Human body, Human hair, Toy, Food"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L17_V009\239.json,"Poster, Window, Person, Billboard, Building, Human face, Human head, Street light, Clothing, Man, Mammal, Bowling equipment, Plant, Television, Christmas tree"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L07_V029\053.json,"Palm tree, Person, Tree, Man, Building, Clothing, Mammal, House"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L16_V024\344.json,"Human face, Clothing, Man, Person, Box, Shirt, Skyscraper, Tower, Table, Glasses, Human hair, Plastic bag, Human head, Human arm, Human hand, Furniture, Building, Tent, Flag, Book"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L07_V006\237.json,"Vegetable, Fish, Clothing, Person, Toy, Human face, Man, Poster, Balloon, Food, Plant, Fruit, Flower, Office supplies, Candy, Umbrella, Human hand, Flag, Book, Mammal"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L15_V024\314.json,"Human face, Man, Clothing, Poster, Person, Skull, Human head, Mammal, Human hair, Hat, Picture frame, Fashion accessory, Building, Human body, Human mouth, Sculpture, Human nose, Human arm, Animal, Human eye"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L14_V005\350.json,"Man, Clothing, Shirt, Human face, Flag, Person, Billboard, Poster, Woman, Glasses, Human head, Boy, Human arm, Human hand, Skyscraper, Human hair, Toy, Girl, Television, Human body"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L15_V024\339.json,"Person, Clothing, Man, Footwear, Sports equipment, Boy, Human face, Shorts, Human arm, Human leg, Mammal, Human body, Poster, Human head, Woman, Human hand, Sports uniform, Human hair, Plant, Girl"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L14_V022\170.json,"Human face, Clothing, Woman, Person, Girl, Footwear, Human head, Man, Television, Human arm, Dress, Toy, Doll, Human hand, Suit, Human body, Poster, Human hair, Jacket, Food"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L11_V026\300.json,"Man, Clothing, Skyscraper, Footwear, Tower, Trousers, Human face, Person, Suit, Building, Television, Furniture, Woman, Poster, Human head, Billboard, Human hair, Vehicle, Human arm, Tree"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L12_V007\101.json,"Flag, Clothing, Poster, Toy, Candy, Dice, Airplane, Traffic sign, Food, Stop sign, Ball, Person, Aircraft, Kite, Vehicle, Skyscraper, Balloon, Fashion accessory, Weapon, Rocket"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L03_V010\269.json,"Human face, Man, Clothing, Sports uniform, Person, Woman, Boy, Glasses, Sports equipment, Human head, Girl, Human arm, Shirt"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L11_V006\263.json,"Man, Human face, Person, Clothing, Woman, Van, Girl"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L12_V012\269.json,"Clothing, Human face, Woman, Tree, Person, Television, Vehicle, Picture frame, Boat, Dress, Human head, Human arm, Girl, Human hair, Poster, Human hand, Human eye, Billboard, Window, Man"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L15_V024\340.json,"Person, Clothing, Man, Footwear, Sports equipment, Human face, Shorts, Boy, Human leg, Human arm, Poster, Mammal, Human body, Human head, Woman, Human hand, Sports uniform, Human hair, Plant, Suit"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L15_V031\280.json,"Poster, Clothing, Sports equipment, Flag, Football, Ball, Whiteboard, Human face, Animal, Human hand, Vehicle, Human head, Office supplies, Envelope, Book, Person, Mammal, Laptop, Man, Car"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L13_V019\252.json,"Human face, Clothing, Woman, Girl, Fashion accessory, Dress, Poster, Human head, Human hair, Human arm, Human eye, Person, Human nose, Billboard, Human hand, Human body, Man, Picture frame, Doll, Human mouth"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L05_V021\189.json,"Man, Flag, Clothing, Human face, Shirt, Person, Billboard, Woman, Poster, Human hair, Human head, Skyscraper, Human arm, Human body, Girl, Footwear, Sports uniform, Picture frame, Sports equipment, Television"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L09_V003\303.json,"Clothing, Flag, Man, Human face, Shirt, Person, Poster, Billboard, Woman, Skyscraper, Human hair, Sports uniform, Human head, Tower, Human arm, Girl, Boy, Human body, Television, Toy"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L03_V024\235.json,"Man, Clothing, Flag, Human face, Shirt, Person, Woman, Poster, Billboard, Girl, Human hair, Glasses, Human head, Human arm, Human body, Sports uniform, Human hand, Picture frame, Jacket, Wheel"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L22_V014\271.json,"Man, Clothing, Human face, Footwear, Toy, Person, Billboard, Television, Trousers, Poster, Food, Flower, Human head, Suit, Human hair, Human arm, Building, Picture frame, Furniture, Fast food"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L06_V002\146.json,"Human face, Clothing, Woman, Dress, Girl, Poster, Toy, Human arm, Person, Human head, Billboard, Human hair, Human eye, Flower, Food, Television, Picture frame, Human body, Human mouth, Human nose"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L03_V005\194.json,"Person, Clothing, Building, Man, Human face, Human head, Woman, Poster"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L17_V007\267.json,"Tree, Building, Person, Window, Poster, Clothing, House, Man, Woman, Palm tree, Billboard"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L02_V020\074.json,"Woman, Dress, Human face, Person, Clothing, Poster, Coat, Skyscraper, Television, Man, Toy, Girl, Billboard, Tower, Food, Flower, Human head, Snack, Human hair, Mammal"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L05_V017\051.json,"Building, Tree, Person, House, Window, Flower, Clothing, Car, Woman, Land vehicle, Vehicle, Man, Palm tree, Plant"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L11_V021\259.json,"Person, Sports equipment, Man, Toy, Clothing, Land vehicle, Car, Sports uniform, Vehicle, Mammal"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L18_V008\321.json,"Tower, Poster, Person, Building, Skyscraper, Window, Man, Lighthouse, Clothing, Lantern, Toy, Vehicle, Plant, House, Street light, Tree, Flower, Mammal, Wheel, Watercraft"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L22_V016\352.json,"Tree, House, Building, Land vehicle, Plant, Vehicle, Skyscraper, Car, Person, Window, Clothing, Taxi, Poster, Tower"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch1\object\L12_V016\149.json,"Human face, Clothing, Woman, Girl, Dress, Man, Person, Human head, Hat, Fashion accessory, Human hair, Human hand, Human arm, Human body, Food"
D:\AIC 2024\chatKPT-2024-AIC-HCMC\data\batch2\object\L20_V027\282.json,"Clothing, Human face, Man, Flag, Person, Billboard, Shirt, Poster, Woman, Girl, Human head, Toy, Human arm, Skyscraper, Boy, Human body, Human hair, Trousers, Human hand, Building"
